name,content
,我也是看了大家的推文所以去拔牙的 感謝大家提供的資訊^___^ 今天我去全家福牙醫拔智齒 醫生真的超快就拔好了，技術又好！ 一開始醫生檢查了一下，說我還有三顆智齒要拔，不過應該3年前就要拔了 因為已經智齒已經長的很出來了，所以我先拔了右上的智齒 先打麻藥(1分鐘) →照了X光片(30秒) →醫生跟我說明了一下力道：大約會有這樣的力道，從這邊拉那邊壓(10秒) →醫生推了一下我的牙齒，問說：會痛嗎？我說不會(5秒) →醫生：那你可以回家了~ (我還嚇一跳以為不會痛就不准拔牙Orz...) 結果是看到我的牙齒已經離家出走了在檯子上面！ →我超級震驚 (2小時，持續中) 超驚訝的！因為推推我的牙齒才花了不到30秒！牙齒就掉了！ 我想一定不是我的牙齒很鬆動，一定是醫生技術很好！ 而且解說也都很詳細，也一直叫我放輕鬆不要緊張 :D 我覺得很推薦大家去那邊拔牙~~ 我改天還有兩顆要去那邊拔！ 這樣拔牙一點都不緊張也不害怕耶~~ 
,"推全家福牙醫,之前去也是超快智齒就被拔下來了XD"
,大推全家福~ 我的水平智齒就是在那邊拔的! ^^ 
,補牙的話個人覺得全家福還算有良心啦 我之前先去別的地方補 後來去全家福 被說那顆牙只補一半 沒補完因為那牙很大洞 其他家醫生一直鼓吹我拔掉植牙結果全家福醫生幫我重新補過 後來也沒什麼問題
,我也推全家福的醫生耶！之前給他洗牙很有耐心啊！
,推全家福 不過醫生很有個性 看跟你磁場合不合囉
,還蠻多人推薦全家福，但是身邊朋友說全家福不好'口'
,全家福是我看過最好的牙醫，但我不是中壢人...
,全家福不適合怕看牙醫的人。我還被全家福的醫生念
,大推全家福 ~ 快狠準! 20秒拔掉我的智齒 又不痛
,全家福補牙不好看耶!! 我覺得也不是很耐用T__T
,中壢大潤發旁邊的全家福牙科 醫生態度不錯
,昨晚在中原全家福牙醫拔牙，到現在也都不會痛，參考看看
,怕痛不要去全家福，我也是很怕看牙醫的人，那醫生很老實跟我說不可能不痛，我必須自己做好心理建設。是說，真的有不痛的牙醫嗎??我看到現在只有比較害怕和一點點害怕的差別阿:$
,之前為了智齒跑了兩間小診所都說要去大醫院拔 所以在版上查了一下 在中壢大潤發的隔壁 我前天在那邊拔了兩顆牙齒 個人感覺醫生真的很棒 很會給心裡建設 也很知道哪邊會痛 會事先跟你說 裡面的牙醫助理(實習醫師?)也都蠻漂亮的 總而言之 雖然拔牙很痛 但是至少看了是一家很有良心的診所
,推永潔牙醫的王燕蘋，林信宏 技術都很好 拔牙有點無感
,"小妹我自幼嗜甜食 牙齒常蛀 是牙醫診所常客 平常我都在中正路的中心牙科 or 中山東路上的佳新牙醫 (懶得騎去中壢的時候)保養 結果那天要去佳新的時候 佳新全滿 @___@ 小妹我是吃炸雞太大力 右門牙整個崩裂了阿!!!!! 無法忍受以崩壞貌視人 於是找了宏悅牙醫 (中山東路上..紅黑招牌) 殊不知..醫生冷漠的態度...大冏~~~~~~~~~~~!! 醫: 怎麼了 我:(躺) 痾...我的門牙崩壞了 > < (我一張口應該就可以發現才對?!) 醫: 喔那就補吧 (我心想: 哇這醫生好豪氣喔) 他開始鑽牙and修補 醫: (5分鐘後) 恩 好了 今天補到這樣 妳咬合看一下 你這牙已經沒救了 我:(坐起拿鏡子) !!!醫生這下面沒有補的很平也 多出來一小塊 而且 這補的顏色也太白了吧 (那種白讓我立馬閃過了言承旭的亮齒廣告=-=) 我的其他齒色正常 醫生的補劑跟我另一邊的未崩裂牙齒有十萬八千里的色差阿@@ 醫: (站起來結束貌)我們只有這個顏色。 我:(不知是否要坐起來).........痾....喔....那,,,醫生我什麼時候方便預約下一次的 看診..? 我想要做牙套..(這牙齒色差根本無法開口講話阿@@ ) 而且..(我剛說的下面 沒補平醫生似乎沒有打算要處理????? ) 醫: 喔? 預約時間喔 看你阿.. 我: .........看我? ( 這年頭牙醫有賺到這樣愛做不做的?!) 1.我並沒有預約下次時間。 2.後來我起身用手機又再檢視了自己的牙齒 真的醜到極點 離開宏悅之後我就又再騎去 中心牙科再看一次=_= 3.覺得醫生的態度真的是冷漠到了極致..不會再去。"
,小弟是去中原的品臻耶！感覺很不錯，只是不知他的價位
,新典 黃醫生 認真幫你檢查:)
,新典不錯，很親切，我給黃醫師看
,中壢高中附近的新典牙醫很棒喔我都是給院長看，推薦好多
,"周二晚上突然牙痛，我昨天就趕快查版上推薦牙醫 去看醫生，由於事態緊急，又痛了一整晚， 急忙之下，想說應該牙醫沒差，診所助理就幫我掛了高醫師的號。 看診時，我跟他說我痛得很厲害，但是他卻以我嘴巴有在做矯正為由 一直推拖拉，可能是因為我有表明我3月之後要開始做牙齒，不會在他那做假牙 他就一直不願意看診，連稍微敲一下.試都不肯試。 說什麼怕會影響到我之後的療程，我實在不懂，根管治療跟之後的牙齒矯正到底 有什麼關係，而且我都一直強調我非常痛，他就是不肯幫我 只願意開開止痛藥，要我撐著點過完年在去台北找我原本的醫生， 這是從醫的態度嗎?敷衍塞責，無利可圖的是就死都不肯做，只知道塞止痛藥給患者 卻不從根本解決，簡直就是爛透了! 到最後，我還是只能花上來回3小時的時間 去找我台北的醫生，他叫我搶在第一個掛號，他就盡量幫我看。 對這家新典牙醫我是失望透頂了，整天想賺植牙.做牙套的醫生根本不配為醫。 請大家以後要小心慎選，其它醫生我不了，但這個姓高的千萬別給他看， 他試只想拿止痛藥&洗牙搪塞病人的爛醫師。 by the way, 我後來詢問我的牙醫師，他說這根本是兩碼事，我蛀的牙齒上沒有矯正器 那附近也沒有鐵線，根本就只是一般的根管治療而已。"
,sogo對面的亞緻，醫生人超好，又細心 我弄智齒時完全不痛，且技術超好拔出超完整一顆
,中原普仁郵局對面高第牙醫 超仔細的喔
,推吉品牙醫！在榮安一街！就是元智要往環中東路的路上！牙醫技術還不錯！診所裡面又乾淨！
,醫生很親切
,青青牙醫 醫師非常的親切 護士也很漂亮XD
,"剛去青青牙醫洗牙 之前也是在板上看到許多人的介紹 剛好也離家不遠,所以半個月前就預約好今天去看牙齒 (要去青青看牙齒要記得提前半個月預約唷!!) 果然,看牙齒的感覺很好 就跟版上的鄉民說的一樣 而且醫生夫妻說話都好溫柔 太太也好美(今天去看覺得護士好年輕,後來有問是不是夫妻!因為護士實在是太年輕啦!) 護士小姐很害羞的跟我說是~~~~ 哇~~~當下我好想跟她說妳好漂亮(我是女的) 今天就是去洗牙 洗牙前問醫生關於矯正的問題(在別的地方矯正) 醫生很詳細的跟我說了矯正的後遺症 因為他說我剛好都有發現(牙齦有點萎縮跟牙齒有一顆不是很整齊) 一般醫生比較不會說這個,因為問題也不會很大 矯正時黏的矯正器位置跟牙齒是否能整齊有關係 而我的下牙齦有點萎縮就是因為矯正的關係,可是他覺得還好,在還可以接受的範圍 然後也討論道要怎麼把牙齒刷得更乾淨 醫生說一般而言牙齒每顆都要刷個20次才會很乾淨 可是一般人做過統計每顆牙齒頂多刷個7次到10次 至於要刷得很乾淨的,醫生建議用電動牙刷(要有牌子的歐樂B~百齡之類的) 所以~~~為了要讓牙齒更乾淨,買電動牙刷是一定的..... 而~不收掛號費真的是很佛心阿!!!我看過的牙醫診所每次都要收150的掛號費呢!! (也不會因為沒收掛號費就隨便看看,真的就是很用心的在看你的牙齒, 有什麼跟牙齒有關的問題也可以問醫生,不會像有些診所一樣為了多賺錢趕時間 就敷衍式的隨便跟你講一下而已) 所以我跟男友兩人都大推青青牙醫 "
,推青青~醫生很好，但要先預約唷，不然會看不到
,青青牙醫 可是沒預約的話需要在現場等一下~
,去過一次青青感覺很好耶 友預約 根本不用等 醫生很謙虛 就算不是他坐的診療 他也是有問必答
,上次朋友推薦sogo後面青青牙醫，拔很快且不痛，而且不用錢，但是如果是診所都覺得難拔的，還是去大醫院口腔外科會比較好，青青牙醫的話可能要先預約才不會白跑一趟
,推青青牙醫 醫生和護士人都超好!!
,SOGO後面的青青牙醫親切又有醫德
,"青青只有一位醫生哦~,我也看板上去看了.醫生護士都挺好"
,推綠光 葉醫師人很好也很愛喇賽
,"您好: 推薦您: 上品杏林牙醫診所 桃園縣, 中壢市, 民族路４１號 電話號碼: 03 4917160?? 參考資料 本身服務醫學界CTS的醫療資訊"
,你可以到～～上品杏林牙醫診所 我國小要升國中的時候就是在這間　上品　做矯正的 不過那時候要裝矯正器的時候是要到台北啦！ 但後續的都是在　上品　了！ 那時候是一個星期台北的醫生會下來一趟 幫我們的矯正器做調整 現在我不知道還是不是一樣了！ 你可以去問問哦！ 地址、電話：中壢市民族路４１號 03 4917160 參考資料 親身經驗唷～～
,我推薦我的牙醫！ 在中壢NOVA旁的「上品杏林」，就在陳師父雞腿便當的對面， 那裡面的牙醫很多，我是給「葉斯柔」醫師看診， 我跟你一樣超怕看牙醫，一直拖一直拖， 偏偏又最容易蛀牙，而且我是敏感性牙齒， 很容易酸痛，一酸痛眼淚就快掉下來， 我都會要求打麻藥，不過…打麻藥的痛也會讓我痛到想哭， 那醫師蠻搞笑的，他每次都說…要用棒球棍敲暈我！！！ 重點是…這醫師原本是我老妹的醫師， 而我之前的主治醫師跑去桃園自己開店， 所以嚴格說起來，我給他看沒超過十次， 但發現一件很神奇的事…這醫師打麻藥比較不會痛， 真的！沒騙你！我給他打過三次，共六針左右吧， 真的沒有那種…剌到神經的痛咧！ 你可以去試試看唷！
,我會推薦 中壢 的大明牙醫 從小時候看到現在，地方乾淨 醫生人很好喔 地址 : 桃園縣中壢市龍岡路1段257號 電話 : 03- 4589737 
,桃園中壢後火車站的大明牙醫 推薦哦
,"中壢市龍岡路一段的郵局旁邊一點,有一家叫""大明牙醫""的,是預約制的,但是第一次去要等一段時間,有一個男醫師,技術不錯,拔牙絕對不會痛!"
,這是一篇會有後續記錄的牙醫診所推薦文~ 【大眾牙醫】中壢市新生路227號 ?(SOGO側邊的山隆加油站對面、85度C旁邊) ? ?個人習慣不好~衛生管理不周全...意思就是不常刷牙。 所以每隔一段時間就需要看牙醫。 台北新莊家時是都有固定的家庭牙醫， ?但是在中壢就很麻煩，不知道要去哪裡看； ?因為每次上網找「推薦」的牙醫診所， ?多少都會對大家的推點存疑。 每次的結果都是鼻子摸摸、乖乖回新莊看牙醫。 今天，蛀牙實在是讓我痛到不行了， 沒辦法好好思考論文怎麼寫； 十萬火急之下，就上網找找大家對中壢附近各家牙醫的評價， 最後決定到這家大眾牙醫試試。 這裡沒有年輕的小護士可以保養眼睛， 也沒有嶄新的裝潢讓人誤以為來到招待所； 有的，只是經驗老道、手藝不錯的牙醫師。 當然，這就夠了、也是我這篇推薦文的主推點： 今天去光顧的內容是檢查牙齒，磨牙、補洞。 但是我滿口蛀牙，且幾乎都已傷及神經， 還會回診做後續治療，屆時再繼續分享。? 這位牙醫有點年紀，待人親切， 還滿仔細跟人解說你口腔碰到甚麼問題、 不會讓人對自己的牙痛搞不清楚狀況。 治療的過程中也很在意患者牙疼的反應及疼痛的位置， 會看情況作調整的處置，所以我評價為經驗老道。 基本上今天全程順利，也還不需要麻醉， 沒給人「恐怖」的疼痛感受。 以往要補蛀牙，總是不免椎心刺骨一下， 那種直達腦門的鑽牙經驗，今天沒出現，感覺技術不錯； 至於後續，等4/20回診完再來貼文。?? ? 要張開口並容許各種電動工具進入活動， 實在是一件令人膽顫的事。? 不得不看牙醫的時候，又能對誰放心的嘴開開呢？ 如果看這篇推文的人，正為了找中壢附近的牙醫躊躇， 那我會推薦你去大眾試試。地址在開頭、不再贅述。
,"中壢縱貫路上有一家王牙醫診所(在平交道對面,四海遊龍旁邊而已) 我覺得還不錯 我上個月才去抽神經裝蛀牙的牙套 那個醫生大概五十多歲吧 個性滿溫順的 只是他講話有時有點小聲= = 但我覺得他的技術還不錯就是了 我上次抽神經都不會痛喔 而且掛號費只要100塊 (現在很多都150塊吧) 住址是:中壢市內壢中華路1段184號 電話:(03)4552735 參考資料 http://tw.knowledge.yahoo.com/question/question?qid=1206110913161"
,我現在在弘恩牙醫矯正中，我也想知道許毅豪醫師好不好@@，是我朋友介紹我進去的，每次去看都很多人，我朋友是說弘恩牙醫風評不錯，裡面有2位醫師，價格因為是我朋友介紹的，所以有便宜到，如果沒人介紹的話，成人是8.8萬起跳，透明牙套要再加1萬嚕!!
,我覺得中原大學附近有一家永潔我覺得還不錯唷！！
,我覺得永潔..點點點.......
,"曾經在中原大學附近.中原大學後面方向往中壢市區地下道旁.有一家""永潔""我曾經在那家看過還不錯"
,"新中北路有個""永潔""牙醫,設備一流,服務態度也不錯,而且去的人很多(多到預約) 我之前拔牙也在那裡拔的,還不錯很建議去 參考資料 中原學生"
